taxi_dropoff_ratio_morning_peak,heating_resource,max_area_use,min_floor,parking_lot_under,pop_ratio_60s_man,max_area_supply,uuid,addr_street,pop,coord,pop_density_10s,parking_per_house,heating,addr,completion,taxi_dropoff_ratio,sectors,constructor,min_area_supply,households,slope,community,apartment_status,name,floor_area_ratio,min_area_use,slope_ratio,geometry,average_income_year,max_floor,parking_lot
0.3462,도시가스,49.06,5층,1,0.041062802,69.65,apartment_1165010606,서울시 서초구 신반포로45길 23,414,POINT(127.018281 37.511452),0.0,1.0,개별난방,서울시 서초구 잠원동 42-13,2001,0.4043,3동,한국구조개발(주),39.6,168,1,0,아파트,잠원대우아이빌아파트,700.0,27.07,6.466,POINT (127.018281 37.511452),6510,12층,0
0.6875,도시가스,126.29,10층,0,0.059701493,166.85,apartment_1165010837,서울시 서초구 효령로 237,402,POINT(127.009956 37.484063),0.124378109,1.58,개별난방,서울시 서초구 서초동 1533,1999,0.5263,1동,한신공영(주),56.21,103,1,1,아파트,서초한신리빙타워아파트,600.0,42.55,3.483,POINT (127.009956 37.484063),14719,19층,0
0.25,도시가스,148.99,8층,0,0.044692737,189.26,apartment_1165010101,서울시 서초구 명달로 33,358,POINT(127.005188 37.4804),0.164804469,1.26,개별난방,서울시 서초구 방배동 1002-22,2003,0.5294,5동,(주)삼환까뮤,105.42,126,1,1,아파트,삼환나띠르빌아파트,900.0,84.98,7.683,POINT (127.005188 37.4804),13175,11층,0
0.4706,도시가스,123.11,8층,1,0.063917526,152.78,apartment_1165010836,서울시 서초구 효령로49길 57,485,POINT(127.009015 37.486839),0.12371134,1.6,개별난방,서울시 서초구 서초동 1529,2005,0.5385,3동,대림산업(주),107.2,159,1,0,아파트,서초e-편한세상2차아파트,600.0,84.67,6.718,POINT (127.009015 37.486839),17844,15층,0
0.2333,도시가스,82.46,20층,1,0.037227214,107.89,apartment_1165010826,서울시 서초구 서초중앙로 18,779,POINT(127.017169 37.484114),0.02182285,3.49,개별난방,서울시 서초구 서초동 1445-13,2006,0.2837,1동,남광토건(주),45.36,109,1,1,아파트,서초쌍용플래티넘아파트,1100.0,34.67,2.894,POINT (127.017169 37.484114),9299,21층,0
0.5902,도시가스,136.25,25층,0,0.079491256,156.01,apartment_1165010838,서울시 서초구 반포대로 122,629,POINT(127.008524 37.491084),0.069952305,2.01,중앙난방,서울시 서초구 서초동 1542-6,2003,0.625,2동,현대건설,156.01,174,1,0,아파트,현대ESA2아파트,600.0,136.25,6.018,POINT (127.008524 37.491084),7900,25층,0
0.2,도시가스,84.82,5층,0,0.044619423,112.2,apartment_1165010306,서울시 서초구 형촌길 15,381,POINT(127.021688 37.462787),0.186351706,1.15,개별난방,서울시 서초구 우면동 712,2012,0.25,8동,(주)태영건설,78.72,133,1,1,아파트,서초네이처힐2단지아파트,200.0,59.99,4.671,POINT (127.021688 37.462787),13502,7층,0
0.3529,열병합,118.9,12층,0,0.066502463,128.88,apartment_1165010636,서울시 서초구 잠원로 86,406,POINT(127.007182 37.511665),0.194581281,0.0,지역난방,서울시 서초구 잠원동 65-33,1983,0.5357,1동,한신공영(주),112.73,132,1,1,재건축,신반포22차아파트,800.0,104.02,1.487,POINT (127.007182 37.511665),10929,12층,0
0.875,열병합,75.95,12층,1,0.069400631,81.28,apartment_1165010628,서울시 서초구 신반포로33길 30,634,POINT(127.010432 37.511404),0.105678233,0.0,지역난방,서울시 서초구 잠원동 60-6,1981,0.8,2동,한신공영(주),81.28,286,1,0,재건축,신반포9차아파트,1100.0,75.95,1.281,POINT (127.010432 37.511404),6130,12층,1
0.6389,도시가스,58.21,6층,0,0.055793991,78.38,apartment_1165010203,서울시 서초구 논현로27길 57,466,POINT(127.041384 37.479213),0.038626609,1.0,개별난방,서울시 서초구 양재동 90,2002,0.5147,1동,한라건설(주),43.79,175,1,0,아파트,신영체르니아파트,500.0,32.08,1.011,POINT (127.041384 37.479213),7670,9층,0
0.25,도시가스,123.34,10층,0,0.066489362,152.1,apartment_1165010111,서울시 서초구 방배중앙로21길 55,376,POINT(126.984013 37.491898),0.170212766,1.78,개별난방,서울시 서초구 방배동 2233,2004,0.3846,3동,현대건설(주),106.36,123,1,1,아파트,방배현대홈타운3차아파트,400.0,84.98,1.223,POINT (126.984013 37.491898),13006,15층,0
0.5,열병합,145.39,12층,1,0.069400631,162.37,apartment_1165010622,서울시 서초구 나루터로4길 49,634,POINT(127.014117 37.510732),0.105678233,1.0,지역난방,서울시 서초구 잠원동 58-22,1983,0.5,3동,한신공영(주),87.74,216,1,1,재건축,신반포17차아파트,700.0,80.4,3.074,POINT (127.014117 37.510732),1060,12층,1
0.5385,도시가스,186.53,14층,1,0.06379822,231.07,apartment_1165010124,서울시 서초구 방배로 239,674,POINT(126.988645 37.494794),0.151335312,2.51,개별난방,서울시 서초구 방배동 774-19,2001,0.5,5동,현대산업개발(주),165.14,206,1,0,아파트,현대멤피스아파트,700.0,133.31,1.924,POINT (126.988645 37.494794),22214,21층,0
0.3733,도시가스,65.08,12층,0,0.042,86.66,apartment_1165010847,서울시 서초구 서초대로58길 10,500,POINT(127.017602 37.494245),0.038,0.75,개별난방,서울시 서초구 서초동 1675-11,2003,0.4167,1동,(주)대우건설,28.03,215,1,0,아파트,서초대우아이빌아파트,900.0,21.05,3.161,POINT (127.017602 37.494245),8200,15층,0
0.6333,열병합,257.12,12층,1,0.054290718,289.36,apartment_1165010121,서울시 서초구 방배로45길 2,571,POINT(126.987115 37.497511),0.171628722,0.0,지역난방,서울시 서초구 방배동 759-2,1976,0.6667,4동,(주)삼호주택,153.9,216,1,0,아파트,삼호3차아파트,700.0,129.76,0.887,POINT (126.987115 37.497511),13880,12층,0
0.1429,도시가스,116.42,6층,0,0.075709779,146.22,apartment_1165010605,서울시 서초구 신반포로45길 71,317,POINT(127.016299 37.512535),0.113564669,1.23,개별난방,서울시 서초구 잠원동 33-11,2002,0.48,1동,월드건설주식회사,107.46,107,1,1,아파트,잠원월드메르디앙아파트,600.0,84.78,1.732,POINT (127.016299 37.512535),5105,15층,0
0.4,열병합,143.95,14층,1,0.125827815,155.6,apartment_1165010630,서울시 서초구 나루터로4길 60,302,POINT(127.011938 37.510426),0.07615894,0.0,지역난방,서울시 서초구 잠원동 60-78,1983,0.5,1동,한신공영(주),155.6,112,1,1,아파트,신반포20차아파트,1100.0,143.95,1.302,POINT (127.011938 37.510426),16725,14층,0
0.4,열병합,192.63,6층,1,0.064593301,233.92,apartment_1165010824,서울시 서초구 효령로68길 33,418,POINT(127.023009 37.485451),0.14354067,2.6,지역난방,서울시 서초구 서초동 1436-14,2003,0.4286,3동,현대산업개발(주),147.83,115,1,1,아파트,서초아이파크아파트,500.0,127.82,1.6,POINT (127.023009 37.485451),15233,18층,0
0.4444,도시가스,194.92,10층,0,0.101369863,218.51,apartment_1165010132,서울시 서초구 방배로18길 67,365,POINT(126.998886 37.486663),0.043835616,2.77,개별난방,서울시 서초구 방배동 888-53,2003,0.6471,3동,엘지건설(주),185.43,136,0,1,아파트,방배자이아파트,600.0,164.96,7.754,POINT (126.998886 37.486663),17100,13층,0
0.5,도시가스,216.0,1층,1,0.090909091,254.39,apartment_1165010722,서울시 서초구 사평대로20길 76,506,POINT(126.996082 37.495959),0.138339921,0.0,개별난방,서울시 서초구 반포동 591-1,1984,0.6,16동,가나 건축사사무소,152.76,107,0,1,아파트,강남원효성아파트,500.0,146.04,8.997,POINT (126.996082 37.495959),18028,3층,0
0.3846,도시가스,124.67,10층,0,0.075471698,156.43,apartment_1165010136,서울시 서초구 방배로19길 67,477,POINT(126.9918 37.48349),0.115303983,1.35,개별난방,서울시 서초구 방배동 930-1,2006,0.5,2동,흥화공업(주),105.93,161,0,0,아파트,방배브라운가아파트,400.0,84.85,7.43,POINT (126.9918 37.48349),13203,13층,0
0.1538,도시가스,78.19,7층,0,0.040899796,97.04,apartment_1165010127,서울시 서초구 방배로33길 29,489,POINT(126.989142 37.491455),0.075664622,1.0,개별난방,서울시 서초구 방배동 816-1,2004,0.2174,1동,한신공영(주),35.76,163,1,0,아파트,방배한신트리플아파트,400.0,28.81,1.048,POINT (126.989142 37.491455),4725,12층,0
0.2143,도시가스,158.24,10층,1,0.095652174,190.3,apartment_1165010832,서울시 서초구 명달로4길 30,460,POINT(127.007187 37.479732),0.110869565,2.46,개별난방,서울시 서초구 서초동 1467-62,2005,0.4615,2동,대림산업(주),190.3,161,1,1,아파트,서초e-편한세상5차아파트,900.0,158.24,6.781,POINT (127.007187 37.479732),21651,15층,0
0.8814,도시가스,59.97,10층,1,0.061630219,88.47,apartment_1165010834,서울시 서초구 서초대로38길 12,503,POINT(127.005958 37.490268),0.067594433,1.29,개별난방,서울시 서초구 서초동 1498-5,2017,0.5556,2동,현대엔지니어링(주),88.02,116,1,1,아파트,마제스타시티힐스테이트서리풀아파트,700.0,59.95,5.809,POINT (127.005958 37.490268),17317,22층,0
0.6056,도시가스,21.22,18층,1,0.049586777,33.97,apartment_1165010856,서울시 서초구 반포대로28길 94,363,POINT(127.013372 37.491985),0.024793388,0.52,개별난방,서울시 서초구 서초동 1575-1,2019,0.5409,1동,신영건설주식회사,22.65,154,1,1,아파트,지웰홈스서초아파트,600.0,14.1,1.796,POINT (127.013372 37.491985),6423,19층,0
0.0909,열병합,118.97,14층,0,0.026217228,156.72,apartment_1165010649,서울시 서초구 잠원동 52-2,267,POINT(127.013767 37.517205),0.172284644,0.0,지역난방,서울시 서초구 잠원동 52-2 외 1필지,2023,0.4091,3동,롯데건설(주),66.67,330,1,1,아파트분양권,르엘신반포파크애비뉴아파트,900.0,49.98,3.76,POINT (127.013767 37.517205),12293,35층,0
0.375,열병합,181.75,5층,0,0.0,217.74,apartment_1165010705,서울시 서초구 신반포로15길 5,20,POINT(126.993632 37.504054),0.25,1.05,개별난방,서울시 서초구 반포동 12,1982,0.5,8동,한신공영(주),146.02,180,1,0,재건축,신반포15차아파트,500.0,122.1,3.293,POINT (126.993632 37.504054),6500,5층,0
0.1429,열병합,84.95,15층,1,0.069400631,99.14,apartment_1165010629,서울시 서초구 잠원로4길 34-11,634,POINT(127.011443 37.511972),0.105678233,1.02,지역난방,서울시 서초구 잠원동 60-7,1995,0.3333,2동,한신공영주식회사,98.87,240,1,0,재건축,녹원한신아파트,1100.0,84.75,1.658,POINT (127.011443 37.511972),9700,15층,0
0.5,열병합,129.47,8층,1,0.069400631,145.37,apartment_1165010624,서울시 서초구 신반포로 267,634,POINT(127.014236 37.509409),0.105678233,1.07,지역난방,서울시 서초구 잠원동 59-10,1984,0.7778,2동,한신공영(주),129.25,108,1,0,재건축,신반포21차아파트,700.0,117.07,9.701,POINT (127.014236 37.509409),18587,10층,0
0.6818,도시가스,157.55,18층,1,0.069705094,191.55,apartment_1165010114,서울시 서초구 방배로 278,373,POINT(126.987973 37.497662),0.198391421,2.19,개별난방,서울시 서초구 방배동 3275,2004,0.7429,3동,동부건설(주),164.49,122,1,1,아파트,방배동부센트레빌아파트,700.0,134.04,1.519,POINT (126.987973 37.497662),21409,22층,0
0.2308,도시가스,157.56,9층,0,0.054669704,199.17,apartment_1165010115,서울시 서초구 동광로3길 18,439,POINT(126.985 37.49164),0.16856492,1.71,개별난방,서울시 서초구 방배동 3277,2006,0.3929,2동,현대산업개발(주),114.5,138,1,1,아파트,방배아이파크아파트,400.0,84.32,1.765,POINT (126.985 37.49164),10030,15층,0
0.375,도시가스,32.58,7층,1,0.050228311,54.58,apartment_1165010842,서울시 서초구 사임당로 115,438,POINT(127.022487 37.491174),0.105022831,0.84,개별난방,서울시 서초구 서초동 1633-4,2018,0.4706,1동,신한종합건설(주),32.22,102,1,0,아파트,헤센파크힐아파트,700.0,18.34,5.951,POINT (127.022487 37.491174),1550,7층,1
0.3636,열병합,100.96,22층,0,0.032178218,132.36,apartment_1165010650,서울시 서초구 잠원동 74-2,404,POINT(127.002301 37.508793),0.034653465,1.88,지역난방,서울시 서초구 잠원동 74번지 외 1필지,2022,0.4737,3동,롯데건설(주),73.52,280,1,1,아파트분양권,르엘신반포아파트,1100.0,54.98,6.122,POINT (127.002301 37.508793),17266,34층,0
0.5775,도시가스,28.75,19층,0,0.053173242,35.06,apartment_1165010859,서울시 서초구 서초동 1597-6,583,POINT(127.013867 37.487901),0.017152659,0.54,개별난방,서울시 서초구 서초동 1597-6,2022,0.5294,1동,(주)소미건설,32.13,105,1,1,아파트분양권,DK밸리뷰서초(주)아파트,600.0,26.35,3.112,POINT (127.013867 37.487901),267,19층,0
0.3571,도시가스,49.98,7층,0,0.046153846,71.74,apartment_1165010723,서울시 서초구 사평대로 73,520,POINT(126.992533 37.498597),0.209615385,1.0,개별난방,"서울시 서초구 반포동 114-1,4,5번지",2022,0.3913,1동,(주)포스코건설,70.18,140,1,1,아파트분양권,더샵반포리버파크(도시형)아파트,600.0,49.55,11.722,POINT (126.992533 37.498597),16255,7층,0
