uuid,vehicle_entrance_uuid,geometry
restaurant_20146,localroad_4184070817,Point (127.0320143 37.4863166)
restaurant_20187,localroad_3825549664,Point (127.0290187 37.4927368)
restaurant_20235,localroad_3825549664,Point (127.0290187 37.4927368)
restaurant_20236,localroad_2655442263,Point (127.0184474 37.4850894)
restaurant_20237,localroad_2533109216,Point (126.9858596 37.4953015)
restaurant_20277,localroad_2690624934,Point (127.0255187 37.4963641)
restaurant_20335,localroad_2280599507,Point (127.0265779 37.4919997)
restaurant_20400,localroad_4184399722,Point (127.0358884 37.4838815)
restaurant_20401,localroad_3827170276,Point (127.0316269 37.4870324)
restaurant_20402,localroad_3030832644,Point (127.0100052 37.491878)
restaurant_20405,localroad_3817646123,Point (126.9977241 37.4986815)
restaurant_20419,localroad_2477374748,Point (127.0197652 37.5096448)
restaurant_20439,localroad_4683581778,Point (126.9855548 37.5003592)
restaurant_20440,localroad_1925499060,Point (127.0399597 37.4786821)
restaurant_20495,localroad_3825549664,Point (127.0290187 37.4927368)
restaurant_20544,localroad_4309803037,Point (127.0433889 37.4761937)
restaurant_20614,localroad_436853883,Point (126.9981951 37.4961145)
restaurant_20616,localroad_3011650436,Point (127.0444167 37.4752965)
restaurant_20652,localroad_1925498380,Point (127.0394242 37.4708352)
restaurant_20653,localroad_4634856278,Point (127.0256489 37.4699024)
restaurant_20654,localroad_3827338143,Point (127.0099045 37.49018)
restaurant_20740,localroad_3827169867,Point (127.0303015 37.4858686)
restaurant_20741,localroad_3825549669,Point (127.0280194 37.4943002)
restaurant_20778,localroad_3011650435,Point (127.0433528 37.4746306)
restaurant_20782,localroad_2295372337,Point (127.019316 37.4948209)
restaurant_20783,localroad_3088423804,Point (126.996342 37.5064392)
restaurant_20784,localroad_2509978764,Point (126.9915271 37.4910431)
restaurant_20797,localroad_2533109212,Point (126.9851779 37.4951822)
restaurant_20810,localroad_1696934704,Point (126.9968673 37.4812027)
restaurant_20820,localroad_4184425800,Point (127.0380161 37.4759052)
restaurant_20821,localroad_3154300013,Point (127.0081236 37.4926796)
restaurant_20826,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_20866,localroad_2429722055,Point (127.0176657 37.5129527)
restaurant_20869,localroad_1132502938,Point (127.0057428 37.5030062)
restaurant_20895,localroad_4185991281,Point (126.983154 37.4770657)
restaurant_20937,localroad_3827170315,Point (127.0284942 37.4879776)
restaurant_20938,localroad_3827258463,Point (127.0161392 37.4860641)
restaurant_20977,localroad_2295372337,Point (127.019316 37.4948209)
restaurant_21015,localroad_1694783202,Point (127.0362983 37.483503)
restaurant_21039,localroad_3827338142,Point (127.0136371 37.4900964)
restaurant_21075,localroad_2295372337,Point (127.019316 37.4948209)
restaurant_21174,localroad_3088423804,Point (126.996342 37.5064392)
restaurant_21176,localroad_1685694993,Point (126.9827047 37.4782832)
restaurant_21177,localroad_4666832848,Point (126.9834948 37.4779495)
restaurant_21241,localroad_2110341085,Point (126.9838203 37.4769887)
restaurant_21428,localroad_2388037860,Point (127.0130799 37.4920773)
restaurant_21431,localroad_3011650467,Point (127.0445676 37.475896)
restaurant_21432,localroad_3153680761,Point (127.0116485 37.4937616)
restaurant_21433,localroad_3827169460,Point (127.0283589 37.4844231)
restaurant_21434,localroad_4278630694,Point (127.0359469 37.4608203)
restaurant_21435,localroad_4182209827,Point (127.0226942 37.5046056)
restaurant_21472,localroad_3827672525,Point (127.0205327 37.5091645)
restaurant_21484,localroad_3827337555,Point (127.0046288 37.4860623)
restaurant_21485,localroad_2509978198,Point (126.9882835 37.4884738)
restaurant_21486,localroad_2533109204,Point (126.9844654 37.4939492)
restaurant_21574,localroad_1696934710,Point (126.99523 37.4814271)
restaurant_21625,localroad_1694782839,Point (127.0384304 37.4819891)
restaurant_21632,localroad_2295372337,Point (127.019316 37.4948209)
restaurant_21673,localroad_2477340262,Point (127.0214385 37.5042389)
restaurant_21684,localroad_414684605,Point (127.0211197 37.5034452)
restaurant_21685,localroad_4184424781,Point (127.0411986 37.4799945)
restaurant_21754,localroad_2110270505,Point (126.9936264 37.4876823)
restaurant_21762,localroad_3827547994,Point (127.012668 37.4908834)
restaurant_21784,localroad_2477374749,Point (127.0193863 37.5104545)
restaurant_21787,localroad_1696934730,Point (126.9957546 37.4829672)
restaurant_21788,localroad_3547291980,Point (127.0555491 37.4486533)
restaurant_21789,localroad_3827257119,Point (127.0197589 37.4841363)
restaurant_21847,localroad_3011650443,Point (127.0439536 37.4757432)
restaurant_21875,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_21876,localroad_2622713694,Point (126.9983813 37.4986412)
restaurant_21908,localroad_3827671816,Point (127.0219063 37.506272)
restaurant_21909,localroad_3825549664,Point (127.0290187 37.4927368)
restaurant_21910,localroad_3153680662,Point (127.0112746 37.4943296)
restaurant_22002,localroad_2861578306,Point (127.0182848 37.5130044)
restaurant_22003,localroad_2533109203,Point (126.9897546 37.4939073)
restaurant_22040,localroad_4185683888,Point (127.0148783 37.4831575)
restaurant_22041,localroad_436882900,Point (127.0299475 37.4890431)
restaurant_22043,localroad_3800522729,Point (127.0248944 37.4914934)
restaurant_22106,localroad_2533109207,Point (126.986216 37.4940278)
restaurant_22132,localroad_1430679237,Point (127.0143913 37.4811307)
restaurant_22176,localroad_3827258473,Point (127.0158421 37.4865393)
restaurant_22178,localroad_3827547993,Point (127.0135559 37.4905388)
restaurant_22238,localroad_2622809984,Point (126.9974994 37.496141)
restaurant_22283,localroad_1694782585,Point (127.0410708 37.4798659)
restaurant_22289,localroad_3827338146,Point (127.0107291 37.4905414)
restaurant_22346,localroad_4185991246,Point (126.98528 37.4789744)
restaurant_22361,localroad_3804191181,Point (126.9831418 37.4874249)
restaurant_22365,localroad_2655442263,Point (127.0184474 37.4850894)
restaurant_22410,localroad_4184399727,Point (127.0365154 37.484162)
restaurant_22411,localroad_1962358621,Point (127.0104414 37.5024929)
restaurant_22412,localroad_4147013853,Point (127.0069491 37.5094835)
restaurant_22539,localroad_3132428230,Point (127.012364 37.4948111)
restaurant_22549,localroad_3825549661,Point (127.02974 37.4912602)
restaurant_22551,localroad_4185991285,Point (126.9840617 37.4819736)
restaurant_22552,localroad_4309803037,Point (127.0433889 37.4761937)
restaurant_22553,localroad_3072843633,Point (127.0136813 37.4968278)
restaurant_22556,localroad_3827548044,Point (127.0159806 37.49239)
restaurant_22658,localroad_1925498408,Point (127.0393131 37.4719634)
restaurant_22718,localroad_1132502938,Point (127.0057428 37.5030062)
restaurant_22758,localroad_8487547633,Point (127.0098483 37.5174556)
restaurant_22867,localroad_4644355021,Point (126.9839139 37.4745818)
restaurant_22880,localroad_4184425799,Point (127.0373999 37.4764137)
restaurant_22882,localroad_600377854,Point (127.018434 37.5168542)
restaurant_22897,localroad_2817764747,Point (127.0450947 37.463568)
restaurant_22928,localroad_2655472846,Point (127.019605 37.4858535)
restaurant_22950,localroad_11229661063,Point (126.9824502 37.4881471)
restaurant_22965,localroad_3827547996,Point (127.0117419 37.4909683)
restaurant_22967,localroad_9711448980,Point (127.0271562 37.4971801)
restaurant_23018,localroad_2690624934,Point (127.0255187 37.4963641)
restaurant_23019,localroad_3804191181,Point (126.9831418 37.4874249)
restaurant_23054,localroad_2817764747,Point (127.0450947 37.463568)
restaurant_23055,localroad_1685579585,Point (126.9829489 37.4844237)
restaurant_23056,localroad_3804191186,Point (126.9859903 37.4875102)
restaurant_23096,localroad_4184585496,Point (127.0426695 37.4673348)
restaurant_23111,localroad_4865811281,Point (127.0348783 37.483838)
restaurant_23114,localroad_10220955586,Point (127.0208693 37.4958805)
restaurant_23307,localroad_3827672534,Point (127.0210691 37.5093274)
restaurant_23309,localroad_3827338128,Point (127.0079924 37.4895122)
restaurant_23310,localroad_1430655015,Point (127.0234219 37.5027062)
restaurant_23312,localroad_2622713694,Point (126.9983813 37.4986412)
restaurant_23314,localroad_2244637675,Point (127.0032639 37.5083279)
restaurant_23350,localroad_2622767615,Point (127.0008883 37.4943913)
restaurant_23351,localroad_1965713684,Point (127.0127345 37.4878003)
restaurant_23352,localroad_4185691253,Point (127.0125747 37.4865349)
restaurant_23360,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_23375,localroad_4184424785,Point (127.0433348 37.4800936)
restaurant_23434,localroad_3804191248,Point (126.9846275 37.4908709)
restaurant_23435,localroad_1925498333,Point (127.0408539 37.4692796)
restaurant_23468,localroad_1685716274,Point (126.9840998 37.4826849)
restaurant_23486,localroad_2429722070,Point (127.0172685 37.5125283)
restaurant_23487,localroad_4185879872,Point (126.9926751 37.4816991)
restaurant_23489,localroad_2623456334,Point (126.9948126 37.4885431)
restaurant_23546,localroad_1694782941,Point (127.0399956 37.4824606)
restaurant_23600,localroad_3827338133,Point (127.0052874 37.4896699)
restaurant_23647,localroad_3112862148,Point (127.0142525 37.4956078)
restaurant_23653,localroad_4147053967,Point (127.0062192 37.5066146)
restaurant_23711,localroad_1694783202,Point (127.0362983 37.483503)
restaurant_23712,localroad_1859712472,Point (127.0318935 37.4849111)
restaurant_23723,localroad_3827338128,Point (127.0079924 37.4895122)
restaurant_23727,localroad_600377805,Point (127.017289 37.5177416)
restaurant_23763,localroad_4101372586,Point (126.9832092 37.4780619)
restaurant_23764,localroad_3827548457,Point (127.0084843 37.4932032)
restaurant_23765,localroad_2477265745,Point (127.0232241 37.505124)
restaurant_23766,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_23767,localroad_4181527974,Point (127.0190101 37.5146394)
restaurant_23769,localroad_4666832848,Point (126.9834948 37.4779495)
restaurant_23786,localroad_2622874615,Point (126.9910849 37.493036)
restaurant_23860,localroad_4184070814,Point (127.0282642 37.4925089)
restaurant_23861,localroad_4634856421,Point (127.0237147 37.4712669)
restaurant_23891,localroad_3088864938,Point (127.0172885 37.5153735)
restaurant_23922,localroad_4147013853,Point (127.0069491 37.5094835)
restaurant_23953,localroad_3112862148,Point (127.0142525 37.4956078)
restaurant_23967,localroad_3572149895,Point (127.0417909 37.4693118)
restaurant_23983,localroad_436841230,Point (127.0137152 37.5151987)
restaurant_23996,localroad_4865811281,Point (127.0348783 37.483838)
restaurant_23997,localroad_4309936850,Point (127.0424364 37.4806113)
restaurant_23998,localroad_8489062936,Point (127.0105114 37.5033457)
restaurant_24056,localroad_414684605,Point (127.0211197 37.5034452)
restaurant_24082,localroad_2624211585,Point (126.9893352 37.4930117)
restaurant_24083,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_24175,localroad_4184399721,Point (127.0378371 37.4841992)
restaurant_24176,localroad_2690624934,Point (127.0255187 37.4963641)
restaurant_24177,localroad_2690624934,Point (127.0255187 37.4963641)
restaurant_24178,localroad_2690624934,Point (127.0255187 37.4963641)
restaurant_24196,localroad_1859712472,Point (127.0318935 37.4849111)
restaurant_24222,localroad_1696934728,Point (126.9951485 37.4827176)
restaurant_24223,localroad_8703399729,Point (127.0118823 37.4875466)
restaurant_24287,localroad_3690640321,Point (127.0301884 37.4884991)
restaurant_24300,localroad_1430679922,Point (127.0127232 37.4843232)
restaurant_24301,localroad_3088864938,Point (127.0172885 37.5153735)
restaurant_24401,localroad_414683494,Point (127.0371526 37.4617177)
restaurant_24402,localroad_1694784262,Point (127.0405981 37.4849352)
restaurant_24403,localroad_3827170315,Point (127.0284942 37.4879776)
restaurant_24404,localroad_3827170260,Point (127.0274947 37.4867383)
restaurant_24405,localroad_2861309349,Point (127.0190906 37.512141)
restaurant_24441,localroad_3804191162,Point (126.9836825 37.4864792)
restaurant_24478,localroad_2533109190,Point (126.9843407 37.4908814)
restaurant_24479,localroad_600377854,Point (127.018434 37.5168542)
restaurant_24480,localroad_3827338159,Point (127.0110013 37.4921785)
restaurant_24482,localroad_2533109201,Point (126.9855227 37.4939036)
restaurant_24493,localroad_1925498387,Point (127.0416134 37.4710145)
restaurant_24574,localroad_3827169496,Point (127.0295627 37.4852267)
restaurant_24575,localroad_4184618641,Point (127.0421907 37.475479)
restaurant_24606,localroad_2509978764,Point (126.9915271 37.4910431)
restaurant_24614,localroad_4185691251,Point (127.0145879 37.4846772)
restaurant_24665,localroad_3011545193,Point (127.0468537 37.4730143)
restaurant_24682,localroad_2624566096,Point (126.9891837 37.4915403)
restaurant_24683,localroad_1694782839,Point (127.0384304 37.4819891)
restaurant_24684,localroad_2624566096,Point (126.9891837 37.4915403)
restaurant_24764,localroad_600377805,Point (127.017289 37.5177416)
restaurant_24928,localroad_3011545194,Point (127.0450129 37.4747841)
restaurant_24929,localroad_2429722054,Point (127.0182681 37.5136053)
restaurant_24937,localroad_4311718241,Point (127.0890884 37.4570353)
restaurant_24938,localroad_2690624934,Point (127.0255187 37.4963641)
restaurant_24939,localroad_4147053967,Point (127.0062192 37.5066146)
restaurant_25057,localroad_3827169470,Point (127.0394867 37.4847797)
restaurant_25110,localroad_3827548458,Point (127.0187454 37.4932067)
restaurant_25127,localroad_2628399840,Point (126.9989466 37.4996362)
restaurant_25128,localroad_4184383143,Point (127.039481 37.4789501)
restaurant_25129,localroad_2623456118,Point (126.9936017 37.4891762)
restaurant_25130,localroad_2690624934,Point (127.0255187 37.4963641)
restaurant_25135,localroad_1925498969,Point (127.0411979 37.4775741)
restaurant_25165,localroad_2110270461,Point (127.004454 37.5059345)
restaurant_25166,localroad_2690624934,Point (127.0255187 37.4963641)
restaurant_25168,localroad_2295372311,Point (127.014109 37.4913073)
restaurant_25170,localroad_3827672541,Point (127.0218882 37.5095546)
restaurant_25173,localroad_2533109209,Point (126.9905327 37.4942221)
restaurant_25179,localroad_3825549661,Point (127.02974 37.4912602)
restaurant_25201,localroad_2622713691,Point (126.9983159 37.4992582)
restaurant_25373,localroad_1696934741,Point (126.9950303 37.4841061)
restaurant_25377,localroad_1965713706,Point (127.0144196 37.4852744)
restaurant_25378,localroad_2429722054,Point (127.0182681 37.5136053)
restaurant_25379,localroad_4147053967,Point (127.0062192 37.5066146)
restaurant_25380,localroad_2429722054,Point (127.0182681 37.5136053)
restaurant_25381,localroad_2429722054,Point (127.0182681 37.5136053)
restaurant_25382,localroad_2244637675,Point (127.0032639 37.5083279)
restaurant_25427,localroad_3825549669,Point (127.0280194 37.4943002)
restaurant_25429,localroad_8703399729,Point (127.0118823 37.4875466)
restaurant_25480,localroad_3825549664,Point (127.0290187 37.4927368)
restaurant_25481,localroad_10220955586,Point (127.0208693 37.4958805)
restaurant_25482,localroad_2655472822,Point (127.0154456 37.4864158)
restaurant_25498,localroad_4184585519,Point (127.0410683 37.4688229)
restaurant_25515,localroad_1965713708,Point (127.0135753 37.4860411)
restaurant_25601,localroad_2533109216,Point (126.9858596 37.4953015)
restaurant_25602,localroad_3690640327,Point (127.0293102 37.4861768)
restaurant_25604,localroad_3088423804,Point (126.996342 37.5064392)
restaurant_25605,localroad_1696934741,Point (126.9950303 37.4841061)
restaurant_25606,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_25607,localroad_600377858,Point (127.0162818 37.5157784)
restaurant_25608,localroad_2622713683,Point (126.9983333 37.4977959)
restaurant_25609,localroad_3153680662,Point (127.0112746 37.4943296)
restaurant_25620,localroad_3825549669,Point (127.0280194 37.4943002)
restaurant_25745,localroad_2690624934,Point (127.0255187 37.4963641)
restaurant_25759,localroad_1696934651,Point (127.0007257 37.4767494)
restaurant_25760,localroad_3011650447,Point (127.0437191 37.4765905)
restaurant_25761,localroad_1925498956,Point (127.0409757 37.4773096)
restaurant_25762,localroad_2509978764,Point (126.9915271 37.4910431)
restaurant_25763,localroad_4185805739,Point (126.9967555 37.4861919)
restaurant_25823,localroad_1965713688,Point (127.0112826 37.4861305)
restaurant_25854,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_25918,localroad_4184585501,Point (127.0438028 37.4668842)
restaurant_25920,localroad_1696934728,Point (126.9951485 37.4827176)
restaurant_25922,localroad_8703399729,Point (127.0118823 37.4875466)
restaurant_25923,localroad_1696934741,Point (126.9950303 37.4841061)
restaurant_25924,localroad_4184585519,Point (127.0410683 37.4688229)
restaurant_26013,localroad_1694783484,Point (127.0380677 37.4836762)
restaurant_26016,localroad_3827338159,Point (127.0110013 37.4921785)
restaurant_26098,localroad_2429724564,Point (127.0161262 37.5131628)
restaurant_26167,localroad_8489896381,Point (127.0269036 37.497806)
restaurant_26168,localroad_4140672133,Point (126.9874963 37.5017559)
restaurant_26170,localroad_1696934676,Point (127.0011867 37.4783339)
restaurant_26171,localroad_4182209827,Point (127.0226942 37.5046056)
restaurant_26172,localroad_4184424782,Point (127.0416932 37.4797035)
restaurant_26173,localroad_3572149895,Point (127.0417909 37.4693118)
restaurant_26174,localroad_2280599507,Point (127.0265779 37.4919997)
restaurant_26175,localroad_1696934738,Point (126.9944125 37.483853)
restaurant_26200,localroad_2110270461,Point (127.004454 37.5059345)
restaurant_26225,localroad_3804191181,Point (126.9831418 37.4874249)
restaurant_26226,localroad_3804191181,Point (126.9831418 37.4874249)
restaurant_26297,localroad_4185991238,Point (126.9842748 37.4847878)
restaurant_26493,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_26636,localroad_3804191186,Point (126.9859903 37.4875102)
restaurant_26685,localroad_2295372314,Point (127.0164416 37.4924545)
restaurant_26767,localroad_4181527976,Point (127.0176041 37.5111842)
restaurant_26768,localroad_4185691251,Point (127.0145879 37.4846772)
restaurant_26769,localroad_3827548474,Point (127.0130606 37.494181)
restaurant_26774,localroad_4634856426,Point (127.0252748 37.471323)
restaurant_26829,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_26836,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_26840,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_26846,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_26853,localroad_6726077830,Point (127.0095621 37.5076288)
restaurant_26861,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_26864,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_26867,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_26873,localroad_3827672554,Point (127.0205885 37.5102807)
restaurant_27015,localroad_2690624940,Point (127.0258925 37.4955636)
restaurant_27017,localroad_3827548461,Point (127.015206 37.4932266)
restaurant_27073,localroad_4185879872,Point (126.9926751 37.4816991)
restaurant_27186,localroad_3089166486,Point (127.0083783 37.4876403)
restaurant_27187,localroad_4184425800,Point (127.0380161 37.4759052)
restaurant_27189,localroad_4184424781,Point (127.0411986 37.4799945)
restaurant_27437,localroad_3827338156,Point (127.0111695 37.4917952)
restaurant_27439,localroad_3153680663,Point (127.0094331 37.4930819)
restaurant_27440,localroad_3827548461,Point (127.015206 37.4932266)
restaurant_27471,localroad_4147053967,Point (127.0062192 37.5066146)
restaurant_27522,localroad_2429722078,Point (127.0204348 37.5108876)
restaurant_27617,localroad_3827170317,Point (127.0265707 37.4879865)
restaurant_27675,localroad_2861309353,Point (127.0195732 37.5111674)
restaurant_27949,localroad_3825549659,Point (127.0289835 37.4910256)
restaurant_27950,localroad_3827338137,Point (127.0117371 37.4898728)
restaurant_28208,localroad_8488907405,Point (127.0132354 37.4867323)
restaurant_28321,localroad_2388037862,Point (127.0091921 37.4904646)
restaurant_28322,localroad_8487538014,Point (127.0076217 37.5075597)
restaurant_28323,localroad_2861309349,Point (127.0190906 37.512141)
restaurant_28324,localroad_414684605,Point (127.0211197 37.5034452)
restaurant_28325,localroad_3011650445,Point (127.043761 37.475929)
restaurant_28331,localroad_436844267,Point (126.9854671 37.4965596)
restaurant_28336,localroad_4865811287,Point (127.0399672 37.4686621)
restaurant_28338,localroad_3030832646,Point (127.0127703 37.4927197)
restaurant_28339,localroad_3011650433,Point (127.0450537 37.4753696)
restaurant_28340,localroad_11628651296,Point (127.0867577 37.4622236)
restaurant_28341,localroad_2368063906,Point (127.0166906 37.4889917)
restaurant_28342,localroad_3827548053,Point (127.0162545 37.4928658)
restaurant_28343,localroad_1925498971,Point (127.0397658 37.4776097)
restaurant_28344,localroad_3827548053,Point (127.0162545 37.4928658)
restaurant_28346,localroad_3827257152,Point (127.0170569 37.4856361)
restaurant_28347,localroad_3827547999,Point (127.0120304 37.4910981)
restaurant_28348,localroad_1685694993,Point (126.9827047 37.4782832)
restaurant_28349,localroad_1685686555,Point (126.9838728 37.4778008)
restaurant_28350,localroad_3827338159,Point (127.0110013 37.4921785)
restaurant_28351,localroad_1430655015,Point (127.0234219 37.5027062)
restaurant_28352,localroad_2861578303,Point (127.017848 37.5143727)
restaurant_28353,localroad_1696934728,Point (126.9951485 37.4827176)
restaurant_28354,localroad_600377854,Point (127.018434 37.5168542)
restaurant_28355,localroad_3547291980,Point (127.0555491 37.4486533)
restaurant_28356,localroad_1962358609,Point (127.0091974 37.4986412)
restaurant_28357,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_28358,localroad_2477265745,Point (127.0232241 37.505124)
restaurant_28359,localroad_2655442263,Point (127.0184474 37.4850894)
restaurant_28360,localroad_3827548054,Point (127.0155658 37.4929712)
restaurant_28361,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_28362,localroad_846808318,Point (127.021152 37.4583474)
restaurant_28363,localroad_1685579601,Point (126.9825838 37.4805601)
restaurant_28365,localroad_2388037860,Point (127.0130799 37.4920773)
restaurant_28366,localroad_3827547996,Point (127.0117419 37.4909683)
restaurant_28367,localroad_4309803037,Point (127.0433889 37.4761937)
restaurant_28368,localroad_3804191191,Point (126.9831596 37.4878417)
restaurant_28369,localroad_4185834990,Point (126.993686 37.4849737)
restaurant_28370,localroad_3827338126,Point (127.009668 37.4895076)
restaurant_28371,localroad_3571593550,Point (127.0351274 37.4832849)
restaurant_28372,localroad_2655442257,Point (127.0167818 37.4842169)
restaurant_28373,localroad_3089746775,Point (127.0111763 37.4814736)
restaurant_28375,localroad_4184425799,Point (127.0373999 37.4764137)
restaurant_28376,localroad_1925498576,Point (127.043055 37.4735143)
restaurant_28377,localroad_3827338115,Point (127.0068149 37.4887854)
restaurant_28378,localroad_2509978199,Point (126.9921346 37.4900382)
restaurant_28379,localroad_4181527974,Point (127.0190101 37.5146394)
restaurant_28380,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_28381,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_28382,localroad_4184585520,Point (127.0414303 37.4690592)
restaurant_28383,localroad_3827338129,Point (127.0068152 37.4895302)
restaurant_28384,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_28434,localroad_1925498908,Point (127.0405481 37.4768163)
restaurant_28385,localroad_9711448980,Point (127.0271562 37.4971801)
restaurant_28386,localroad_3030832646,Point (127.0127703 37.4927197)
restaurant_28388,localroad_3492880693,Point (127.0244624 37.4867523)
restaurant_28390,localroad_2281095534,Point (127.0227946 37.5039472)
restaurant_28391,localroad_3827258695,Point (127.0222531 37.4899762)
restaurant_28392,localroad_1696934717,Point (126.9964967 37.4818002)
restaurant_28393,localroad_571448680,Point (127.0292391 37.4928033)
restaurant_28394,localroad_4181527973,Point (127.0191068 37.5122188)
restaurant_28395,localroad_1132502938,Point (127.0057428 37.5030062)
restaurant_28397,localroad_2624211585,Point (126.9893352 37.4930117)
restaurant_28398,localroad_3827258463,Point (127.0161392 37.4860641)
restaurant_28399,localroad_3825549664,Point (127.0290187 37.4927368)
restaurant_28400,localroad_3690640321,Point (127.0301884 37.4884991)
restaurant_28401,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_28402,localroad_3827338133,Point (127.0052874 37.4896699)
restaurant_28403,localroad_2510022117,Point (126.9914254 37.4897445)
restaurant_28404,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_28405,localroad_4184399723,Point (127.0370391 37.4843943)
restaurant_28406,localroad_2477340280,Point (127.0220695 37.5059275)
restaurant_28407,localroad_2545067226,Point (126.9942932 37.4866048)
restaurant_28408,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_28410,localroad_3800720929,Point (127.0375961 37.4595064)
restaurant_28411,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_28412,localroad_1925499043,Point (127.0404431 37.4783826)
restaurant_28413,localroad_3827548027,Point (127.0124916 37.4918514)
restaurant_28415,localroad_3825549669,Point (127.0280194 37.4943002)
restaurant_28416,localroad_4313280985,Point (127.0587018 37.4461465)
restaurant_28417,localroad_3719486100,Point (126.9963022 37.4845936)
restaurant_28418,localroad_2280599507,Point (127.0265779 37.4919997)
restaurant_28419,localroad_1906756396,Point (127.0259134 37.4975028)
restaurant_28420,localroad_3089166481,Point (127.0090535 37.4872993)
restaurant_28421,localroad_1430679232,Point (127.0147754 37.481873)
restaurant_28423,localroad_4313280728,Point (127.0584529 37.4434763)
restaurant_28424,localroad_2110341085,Point (126.9838203 37.4769887)
restaurant_28425,localroad_2622713683,Point (126.9983333 37.4977959)
restaurant_28426,localroad_2622713681,Point (126.9982812 37.4969427)
restaurant_28427,localroad_3827548475,Point (127.0189385 37.4942201)
restaurant_28428,localroad_4185991233,Point (126.9873982 37.4776442)
restaurant_28429,localroad_4184585519,Point (127.0410683 37.4688229)
restaurant_28430,localroad_2861578314,Point (127.0188852 37.5137216)
restaurant_28431,localroad_4184399704,Point (127.0382406 37.4832329)
restaurant_28432,localroad_8489505877,Point (127.0176576 37.5122983)
restaurant_28433,localroad_414684380,Point (126.9904803 37.4927747)
restaurant_28435,localroad_2281095534,Point (127.0227946 37.5039472)
restaurant_28436,localroad_2477265754,Point (127.0204901 37.5044468)
restaurant_28437,localroad_8486796673,Point (127.0006442 37.5047555)
restaurant_28438,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_28439,localroad_3011650459,Point (127.045297 37.4763718)
restaurant_28440,localroad_571448680,Point (127.0292391 37.4928033)
restaurant_28441,localroad_3827169492,Point (127.030352 37.4851377)
restaurant_28442,localroad_4101372586,Point (126.9832092 37.4780619)
restaurant_28443,localroad_3827548036,Point (127.0167486 37.4921725)
restaurant_28445,localroad_3011650447,Point (127.0437191 37.4765905)
restaurant_28446,localroad_3112174494,Point (127.0165592 37.4949895)
restaurant_28447,localroad_2622810001,Point (126.9976503 37.4978263)
restaurant_28448,localroad_4184618647,Point (127.0461321 37.475549)
restaurant_28452,localroad_2477265738,Point (127.022603 37.5064314)
restaurant_28454,localroad_10220955583,Point (127.0225749 37.4963434)
restaurant_28457,localroad_1694782527,Point (127.0388561 37.47956)
restaurant_28458,localroad_3827169943,Point (127.0311437 37.486474)
restaurant_28459,localroad_3827257136,Point (127.0145105 37.4849284)
restaurant_28464,localroad_4634856427,Point (127.0254228 37.4710241)
restaurant_28465,localroad_3825549699,Point (127.0272275 37.4959695)
restaurant_28466,localroad_1694783036,Point (127.0405319 37.4826241)
restaurant_28477,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_28486,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_28489,localroad_1430679237,Point (127.0143913 37.4811307)
restaurant_28490,localroad_8556927603,Point (127.0156185 37.4941925)
restaurant_28496,localroad_3827338116,Point (127.0101919 37.4888822)
restaurant_28497,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_28498,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_28500,localroad_3089166491,Point (127.0104015 37.4845264)
restaurant_28502,localroad_3827169857,Point (127.0317599 37.4857819)
restaurant_28504,localroad_6595905186,Point (127.0349132 37.4637263)
restaurant_28505,localroad_1685694961,Point (126.9845423 37.477552)
restaurant_28507,localroad_2533109198,Point (126.9865985 37.4926209)
restaurant_28508,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_28509,localroad_2624211585,Point (126.9893352 37.4930117)
restaurant_28511,localroad_3690640295,Point (127.0307497 37.4873162)
restaurant_28514,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_28515,localroad_2386012696,Point (127.0145164 37.4890034)
restaurant_28518,localroad_3827548464,Point (127.0166219 37.493501)
