uuid,name,slope,parking_area,number_of_households,area,construction_year,green_space_area,rating,common_area_cleaning_frequancy,garbage_recycling_frequency,concierge_service,average_price_per_pyeong,pop,pop_ratio,pop_increase,taxi,income,income_increase,floating_pop,reconstructiondistrcit,pedestrian_entrance_uuid,vehicle_entrance_uuid,geometry
apartment_1165010807,삼성서초가든스위트,0.457067053,721,141,2376.44,2000,19.44134347,91,매주,매주,1,40284006.76,423,"[0.241733754, 4.071094805, 13.18744117, 19.91925055, 24.15207778, 19.81550828, 13.13035914, 5.48253452]",18,3.6,8725.39,25.81,613,0,pedestrian_9632500803,localroad_3825549666,"MultiPolygon (((127.02538766 37.49516892, 127.02540713 37.49516581, 127.02546869 37.49515174, 127.02551562 37.49514088, 127.0255657 37.49512673, 127.02571912 37.49513553, 127.02577283 37.4950213, 127.02579788 37.49500288, 127.02586146 37.49495428, 127.02591107 37.49490694, 127.02595859 37.49484862, 127.02601392 37.49477126, 127.02597885 37.49475849, 127.02600667 37.49470447, 127.02604684 37.49470548, 127.02609434 37.49469615, 127.02612948 37.49467645, 127.02615941 37.4946438, 127.02617046 37.49460494, 127.02617003 37.49458, 127.02616069 37.49454932, 127.02613855 37.49452342, 127.02611186 37.49450736, 127.02608908 37.49449786, 127.02616516 37.49433256, 127.02613111 37.49431714, 127.02613799 37.49430683, 127.02615417 37.49430698, 127.02615963 37.49429023, 127.02617717 37.49429176, 127.02621891 37.49426269, 127.0261716 37.49421405, 127.02618241 37.49417662, 127.02624641 37.49415593, 127.02633394 37.49414144, 127.02636101 37.49413907, 127.02641598 37.49413603, 127.02641657 37.49400455, 127.02636546 37.49400641, 127.02631498 37.49401412, 127.02631298 37.49400663, 127.02625301 37.49401756, 127.02615834 37.49404043, 127.02607267 37.49407285, 127.02602146 37.49409915, 127.02599759 37.49410024, 127.02598377 37.4941218, 127.02595584 37.49412591, 127.02594608 37.49414707, 127.0259374 37.49414751, 127.02590662 37.49416911, 127.02587824 37.49419737, 127.02583489 37.49423944, 127.02580997 37.4942738, 127.02595156 37.49434307, 127.02593354 37.49437072, 127.02605597 37.49440996, 127.02602344 37.49448648, 127.02601458 37.4944874, 127.02598233 37.49449222, 127.02594756 37.4945071, 127.02591602 37.49453427, 127.02589543 37.49456401, 127.02588835 37.49459067, 127.02588965 37.49461988, 127.02590189 37.49464346, 127.02591284 37.49465986, 127.02593346 37.49468036, 127.0259063 37.49473197, 127.02588906 37.49472582, 127.02583788 37.49479195, 127.02581376 37.49482488, 127.02574486 37.49489074, 127.02569084 37.49493557, 127.02562815 37.49497507, 127.02560804 37.49497435, 127.02559905 37.49498"
apartment_1165010809,삼성쉐르빌II,0.3096219,266,365,1379.65,2002,18.04594378,82,매주,매주,1,40284006.76,730,"[0.286962603, 4.571511458, 15.86328268, 20.5344299, 22.6282459, 18.54819519, 12.33635628, 5.231015983]",-38,3.9,4749.88,3.1,396,0,pedestrian_9835273091,localroad_3825549669,"MultiPolygon (((127.02798255 37.4942128, 127.02817653 37.49381115, 127.02783696 37.49370943, 127.02779554 37.49379336, 127.02781433 37.49379879, 127.0277058 37.49403105, 127.02768931 37.4940265, 127.02764763 37.49411085, 127.02779419 37.49415554, 127.02779739 37.49414896, 127.02783569 37.4941607, 127.02783221 37.49416727, 127.02798255 37.4942128)))"
apartment_1165010105,삼익,2.886458874,441,408,3602,1981,18.3326317,85,매주,매주,1,40511384.9,1224,"[0.265336155, 7.113161352, 11.91067767, 15.34922718, 16.43387974, 19.7405654, 16.45394153, 12.73321097]",-1,3,5261.37,11.83,609,0,pedestrian_1696934676,localroad_1696934676,"MultiPolygon (((127.00186775 37.47955921, 127.00214277 37.47913605, 127.00235031 37.47882271, 127.00262911 37.47840527, 127.0028173 37.47812163, 127.00278984 37.47805024, 127.00220243 37.47780692, 127.00173099 37.47760978, 127.00172149 37.47761347, 127.00159295 37.47780692, 127.00127356 37.47828733, 127.00114063 37.47847932, 127.00094943 37.47877315, 127.00089004 37.47886263, 127.00111124 37.47896138, 127.00083834 37.47936611, 127.00060756 37.47928919, 127.0003673 37.47965112, 127.00038133 37.47968028, 127.00088455 37.47988149, 127.00143433 37.48010682, 127.00150352 37.48006744, 127.00155541 37.48002131, 127.00170838 37.47980084, 127.00180403 37.47965591, 127.00186775 37.47955921)))"
apartment_1165010851,삼풍,2.717706203,3776,2390,23767.72,1988,18.02413043,5,매주,매주,1,16140432.3,11950,"[1.188128059, 11.07333794, 9.373983079, 14.24746782, 25.90840041, 17.94688203, 12.17765594, 8.084144721]",-2,3.1,7246.1,13.09,502,1,pedestrian_3112158618,localroad_3112158618,"MultiPolygon (((127.0167928 37.49704693, 127.01616434 37.49671322, 127.01598881 37.49662304, 127.01637935 37.49619899, 127.01673594 37.49581103, 127.01651514 37.49577497, 127.01571123 37.49563975, 127.0160276 37.49501381, 127.01593756 37.49500824, 127.0156263 37.4956172, 127.01549048 37.49587433, 127.01538296 37.49611341, 127.01516226 37.496569, 127.01494721 37.49700205, 127.01493023 37.49703813, 127.01482267 37.49702913, 127.01424469 37.49691279, 127.01407538 37.49699764, 127.01346438 37.49965897, 127.01390603 37.49999271, 127.01460249 37.50052038, 127.01585387 37.50147198, 127.01618221 37.50131406, 127.01657283 37.50111104, 127.01591032 37.50061945, 127.01627826 37.50030818, 127.01675937 37.49971722, 127.01691786 37.49950972, 127.01748951 37.4987699, 127.01791965 37.49821053, 127.01823094 37.49780001, 127.01792519 37.49763767, 127.01789121 37.49761964, 127.0178629 37.49760611, 127.0167928 37.49704693)))"
apartment_1165010121,삼호3차,0.6845812,0,216,2226.47,1976,20.08167648,54,매주,매주,1,29413889.48,864,"[2.807011122, 8.454518599, 14.89933035, 19.69790082, 24.4481381, 16.60609766, 9.54550821, 3.541495138]",13,2.7,6569.35,21.03,571,0,pedestrian_4146699303,localroad_436844236,"MultiPolygon (((126.98740417 37.49726823, 126.98683809 37.49704654, 126.98680537 37.49704915, 126.98643547 37.49763835, 126.98701791 37.49785743, 126.98740417 37.49726823)))"
apartment_1165010118,삼호4차,3.09739542,0,481,2554,1983,19.46031698,64,매주,매주,1,29413889.48,2405,"[1.873393963, 5.875833167, 12.84040908, 19.91116927, 26.11637594, 18.74213099, 11.49935228, 3.141335313]",16,4.4,8610.05,27.82,498,0,pedestrian_2624211526,localroad_2551950249,"MultiPolygon (((126.98844408 37.49806051, 126.98946916 37.49802302, 126.99047094 37.49800949, 126.99064776 37.49801983, 126.99064571 37.4979491, 126.99064714 37.49786278, 126.99069776 37.49776078, 126.99080672 37.49758582, 126.99087816 37.49747434, 126.99097598 37.49739419, 126.99119013 37.49724018, 126.99134973 37.49640962, 126.99082337 37.49629378, 126.99021015 37.49630173, 126.99022242 37.49647484, 126.9886483 37.49646815, 126.98867308 37.49662969, 126.988522 37.4968845, 126.98813055 37.49673349, 126.98806816 37.4968225, 126.98800475 37.49691258, 126.98843831 37.49707597, 126.98845052 37.49780448, 126.98844408 37.49806051)))"
apartment_1165010712,삼호가든맨션5차,0.646201849,351,168,27012,1986,18.79203707,70,매주,매주,1,47981021.22,672,"[3.819611396, 8.731435833, 13.96345186, 20.75397105, 24.69190019, 15.87651646, 9.666081845, 2.497031372]",-46,3.5,9147.14,27.27,492,1,pedestrian_8489062937,localroad_8489062937,"MultiPolygon (((127.01227853 37.50341249, 127.01142441 37.50312101, 127.01135813 37.50324476, 127.01131958 37.50331169, 127.01074736 37.50438264, 127.01092246 37.50464148, 127.01133278 37.50468362, 127.01149157 37.5046918, 127.01159173 37.50469853, 127.01184294 37.50422636, 127.01208104 37.50378383, 127.01227853 37.50341249)))"
apartment_1165010101,삼환나띠르빌,3.25661087,159,126,4271.65,2003,21.92314317,34,매주,매주,1,38312539.42,252,"[0.266250758, 9.265412783, 11.23069376, 16.18897884, 16.97678931, 19.10837984, 16.20643791, 10.7570568]",-7,3.4,6777.25,24.74,358,0,pedestrian_4185715623,localroad_4185715623,"MultiPolygon (((127.00576721 37.47976567, 127.00546204 37.4796732, 127.00481309 37.48101936, 127.00511827 37.48112553, 127.00576721 37.47976567)))"
apartment_1165010833,서초e-편한세상1차,3.337767363,313,154,2751.31,2004,20.50864006,86,매주,매주,1,19266951.53,770,"[2.110113109, 11.75442438, 12.91686074, 17.46823504, 20.46119728, 18.56920392, 12.05139168, 4.668573839]",5,4.9,7312.95,19.64,469,0,pedestrian_1430674325,localroad_1430674325,"MultiPolygon (((127.00741327 37.48091009, 127.00649714 37.48063009, 127.0060601 37.48152487, 127.00625346 37.48158409, 127.0062271 37.48165169, 127.00624406 37.4816705, 127.00691589 37.48165056, 127.00696845 37.48160377, 127.00696754 37.48155932, 127.00703534 37.48155769, 127.00702954 37.48143062, 127.00722485 37.48142358, 127.00724553 37.48134186, 127.00726837 37.48128002, 127.00728712 37.48123725, 127.00732391 37.48115968, 127.00736515 37.48107295, 127.00739958 37.48100053, 127.00742921 37.4809382, 127.00741327 37.48091009)))"
apartment_1165010836,서초e-편한세상2차,0.61315608,254,159,45810,2005,21.05989816,35,매주,매주,1,19266951.53,795,"[4.211034085, 10.31307722, 13.97374806, 17.96522155, 23.62464799, 16.94461645, 9.412950813, 3.554703827]",13,3.8,6933.56,22.18,485,0,pedestrian_12072830745,localroad_3827338067,"MultiPolygon (((127.00914401 37.48691583, 127.00932146 37.48652839, 127.00940043 37.48645966, 127.00961048 37.48602749, 127.00974516 37.48575252, 127.00971316 37.48570752, 127.00953162 37.4856432, 127.00947508 37.48564338, 127.00934769 37.48568956, 127.00901854 37.48580884, 127.00888399 37.48585759, 127.00878224 37.48589446, 127.00840878 37.4860298, 127.008389 37.48607197, 127.00852736 37.4863144, 127.00859242 37.4864284, 127.00885897 37.48689546, 127.00900521 37.48684552, 127.0090122 37.48685886, 127.00914401 37.48691583)))"
apartment_1165010832,서초e-편한세상5차,4.423400402,396,161,2751.31,2005,19.54363024,92,매주,매주,1,19266951.53,483,"[2.058367211, 10.70316701, 13.70047161, 18.43163378, 20.98826742, 18.64397782, 11.23351337, 4.240601778]",4,3.3,9207.22,23.89,460,0,pedestrian_1430676781,localroad_1430676781,"MultiPolygon (((127.00748495 37.47921515, 127.00744281 37.47920089, 127.00741145 37.47918959, 127.00736509 37.47920675, 127.00727103 37.47919658, 127.0072521 37.47918002, 127.00704362 37.47917774, 127.00696255 37.47917601, 127.00691904 37.47919652, 127.0065205 37.48002317, 127.00654416 37.48006485, 127.00752865 37.48037458, 127.00757942 37.48026117, 127.00793574 37.47952459, 127.00806277 37.4792663, 127.00788549 37.47925591, 127.0078445 37.47924502, 127.00748495 37.47921515)))"
apartment_1165010314,서초LH4단지,0.462731063,0,424,56984,2013,18.33158705,55,매주,매주,1,19266951.53,2120,"[0.493732403, 5.198845111, 8.71454033, 16.58668862, 24.10306071, 21.92027429, 16.68937822, 6.293480318]",-1,2.7,5081.5,2.99,566,0,pedestrian_8269997108,localroad_3634017599,"MultiPolygon (((127.02419236 37.45928018, 127.02435566 37.45852282, 127.02453465 37.45816895, 127.02308999 37.45760744, 127.02286419 37.45767887, 127.02294623 37.4578968, 127.02306686 37.45840822, 127.02309808 37.45865962, 127.02306697 37.45877447, 127.02313709 37.45892034, 127.02326172 37.45904136, 127.02343619 37.45920848, 127.02363557 37.45927097, 127.02381079 37.45929577, 127.02391202 37.45929265, 127.02401325 37.45928332, 127.02419236 37.45928018)))"
apartment_1165010853,서초교대e편한세상,3.650167465,761,435,3836.91,2010,17.80344413,26,매주,매주,1,57302462.34,2175,"[0.593437464, 5.917638263, 11.76400355, 17.9133963, 24.3700397, 20.29632248, 12.77225286, 6.372909387]",1,4.1,8795.36,26.42,696,0,pedestrian_8489592917,localroad_3112865086,"MultiPolygon (((127.01840965 37.49707967, 127.01692517 37.49630477, 127.01756688 37.4956015, 127.01717307 37.4953804, 127.01605271 37.49662451, 127.01824934 37.49777488, 127.01828738 37.49771317, 127.01803278 37.49757332, 127.01840965 37.49707967)))"
apartment_1165010305,서초네이처힐1단지,3.199011803,212,178,5807.4,2012,19.05893962,62,매주,매주,1,37663979.15,890,"[0.026094113, 2.024300979, 8.211282024, 20.58524411, 30.95430854, 22.40714845, 12.92528386, 2.866337925]",-2,3.3,5582.13,10.76,424,0,pedestrian_6584295633,localroad_4634773821,"MultiPolygon (((127.01894831 37.46423472, 127.01950572 37.4642445, 127.01959136 37.46418085, 127.01962809 37.46413213, 127.01970772 37.46404906, 127.02004465 37.46386346, 127.02029578 37.46376572, 127.02057745 37.46361926, 127.02074891 37.46348746, 127.02082855 37.46345309, 127.02092037 37.4633458, 127.02084685 37.46317969, 127.02073638 37.46284775, 127.02062012 37.462638, 127.02052809 37.4626183, 127.02044244 37.46263803, 127.02035663 37.4627501, 127.02021063 37.4629644, 127.02014872 37.46305734, 127.01995202 37.46323453, 127.01962416 37.46339431, 127.01944202 37.46350179, 127.0192177 37.46368282, 127.01904006 37.46383911, 127.01894208 37.46404917, 127.01891155 37.46414688, 127.01891156 37.46418574, 127.01894831 37.46423472)))"
apartment_1165010306,서초네이처힐2단지,1.891326308,153,133,5807.4,2012,18.53605783,32,매주,매주,1,37599965.28,665,"[0.347868307, 5.298150783, 8.758451137, 17.58748628, 27.08503479, 21.14306803, 14.68442072, 5.09551995]",5,4.4,4999.04,13.78,381,0,pedestrian_6584295725,localroad_4634816385,"MultiPolygon (((127.02150217 37.46349719, 127.02248765 37.46276654, 127.02190826 37.46238329, 127.02175154 37.46217422, 127.02166732 37.4622228, 127.02153257 37.46227153, 127.02139781 37.46225691, 127.02125089 37.46232057, 127.02118962 37.46237915, 127.02113458 37.46260864, 127.02115301 37.46285753, 127.02122038 37.46311627, 127.02130007 37.46332631, 127.02150217 37.46349719)))"
apartment_1165010307,서초네이처힐3단지,1.151952028,1414,1251,5807.4,2013,19.25931549,50,매주,매주,1,40443390.41,2502,"[0.609443016, 7.276069071, 7.959223102, 15.30047464, 26.34781504, 20.27348788, 15.76388804, 6.469599211]",8,3.4,5898.78,6.18,409,0,pedestrian_6584256131,localroad_9047231556,"MultiPolygon (((127.02712497 37.46268435, 127.02741985 37.46303146, 127.02750435 37.46323276, 127.02749028 37.46341211, 127.02744832 37.46364723, 127.02733588 37.46382633, 127.02713939 37.46403896, 127.0268867 37.4642071, 127.02683057 37.46433016, 127.02647954 37.46455408, 127.02639529 37.46455409, 127.02618463 37.4646997, 127.0259459 37.46485658, 127.02711197 37.46600934, 127.02931832 37.46404579, 127.02933174 37.46393848, 127.02800944 37.46216918, 127.02712497 37.46268435)))"
apartment_1165010308,서초네이처힐4단지,0.835418403,466,409,5807.4,2011,19.37087228,16,매주,매주,1,40819509.24,818,"[0.777866038, 7.94517367, 8.909217347, 16.07930497, 26.79531212, 19.39779669, 13.91765748, 6.177671684]",10,2.7,4166.29,3.48,530,0,pedestrian_6584407684,localroad_3744265307,"MultiPolygon (((127.02518717 37.46382678, 127.02590356 37.46446465, 127.02624065 37.46424075, 127.0262687 37.46416218, 127.02657754 37.46398304, 127.0266618 37.46397204, 127.027055 37.46363605, 127.02712523 37.46345696, 127.02711106 37.46333364, 127.0270407 37.46315458, 127.02692832 37.46297553, 127.02675979 37.46285252, 127.02674583 37.46283, 127.0267317 37.46283, 127.02518717 37.46382678)))"
apartment_1165010310,서초네이처힐6단지,0.671350062,428,382,4486.34,2013,20.20841361,62,매주,매주,1,40924506.14,764,"[0.934633081, 9.403136376, 9.673490369, 16.46880378, 25.53667757, 18.55212481, 13.57231062, 5.85882339]",4,4.7,6526.94,15.69,500,0,pedestrian_6584407456,localroad_8236557405,"MultiPolygon (((127.02555095 37.46147734, 127.02577615 37.46154149, 127.02597734 37.46163127, 127.02629808 37.46194471, 127.02648167 37.46210089, 127.02660303 37.46223229, 127.02751408 37.46153053, 127.02707483 37.46097065, 127.02650023 37.46092556, 127.0264197 37.46094472, 127.02582437 37.46098341, 127.0255508 37.46100262, 127.02542211 37.46115666, 127.02559116 37.46127207, 127.02555095 37.46147734)))"
apartment_1165010309,서초네이처힐7단지,1.288862228,308,275,5807.4,2011,19.26254272,71,매주,매주,1,40528882.53,1100,"[0.611685298, 7.13183573, 9.228492334, 16.2516268, 25.13169745, 20.48047359, 15.06816585, 6.096022952]",4,2.6,4387.57,2.84,635,0,pedestrian_6584407315,localroad_436876714,"MultiPolygon (((127.02230037 37.46183075, 127.02311312 37.46242076, 127.02326604 37.46231797, 127.02333843 37.46224109, 127.02359588 37.46206788, 127.02370042 37.46204223, 127.0240942 37.46175903, 127.02417798 37.46170494, 127.02392651 37.4614537, 127.02377884 37.46137739, 127.02360361 37.46133018, 127.02337032 37.46134317, 127.02314498 37.4614457, 127.02302439 37.4615485, 127.02285539 37.46159977, 127.02267842 37.46158685, 127.02255762 37.46161897, 127.02250943 37.46165108, 127.02230037 37.46183075)))"
apartment_1165010815,서초대우디오빌프라임,0.596975088,196,112,23833.35,2005,18.65190331,43,매주,매주,1,21990335.63,336,"[1.510731413, 7.659807128, 21.14830255, 22.94609057, 22.56194739, 14.24494218, 7.690335865, 2.237842903]",-33,3.3,5288.83,16.6,277,0,pedestrian_3825549661,localroad_3825549661,"MultiPolygon (((127.03020164 37.49177222, 127.03030928 37.4915488, 127.03032322 37.49154476, 127.03033778 37.49151195, 127.03033335 37.49150185, 127.03020595 37.49146504, 127.03020342 37.49146806, 127.02989125 37.49137261, 127.02989378 37.49136907, 127.02978666 37.4913378, 127.02978793 37.49133629, 127.02976892 37.49132973, 127.02975624 37.49133427, 127.02974127 37.49136655, 127.0297462 37.49137537, 127.02960975 37.49165562, 127.02981539 37.49172032, 127.02986886 37.49160928, 127.02991576 37.49162239, 127.02992842 37.49159312, 127.02995568 37.49159967, 127.02995125 37.49161178, 127.03006723 37.4916476, 127.03007229 37.49163598, 127.0301192 37.49165061, 127.03005334 37.49178236, 127.03015538 37.49181211, 127.03015412 37.49181565, 127.0301801 37.4918217, 127.03019278 37.49181766, 127.03020861 37.49178283, 127.03020164 37.49177222)))"
apartment_1165010847,서초대우아이빌,1.07724007,161,215,1599.53,2003,20.23526382,55,매주,매주,1,17147306.47,645,"[0.419630396, 3.784375976, 13.22698871, 19.08752703, 22.26277819, 20.13485865, 14.34278117, 6.741059879]",24,4,5147.01,4.74,500,0,pedestrian_2295372342,localroad_2295372342,"MultiPolygon (((127.01764899 37.49440829, 127.01766594 37.49431741, 127.01770522 37.49409865, 127.01767338 37.49409442, 127.01762323 37.4940684, 127.0176187 37.49406737, 127.01756079 37.49404908, 127.01756139 37.49404686, 127.01744195 37.49400975, 127.01742402 37.49404768, 127.01741487 37.49404502, 127.01727546 37.49433151, 127.01738464 37.49436471, 127.01739166 37.49435098, 127.01740922 37.49435682, 127.01740188 37.49436928, 127.01750575 37.49440108, 127.01750847 37.49438331, 127.01752789 37.49438512, 127.01752626 37.49439439, 127.01764899 37.49440829)))"
apartment_1165010901,서초더샵포레,6.30396843,1757,1264,19284,2014,16.06596883,32,매주,매주,1,17147306.47,2528,"[0.727441463, 4.556765757, 7.646623594, 19.16487117, 26.20458619, 18.16509894, 16.89639123, 6.638221659]",-3,4.6,5161.87,2.63,690,0,pedestrian_4632181916,localroad_4314705311,"MultiPolygon (((127.06413544 37.45443779, 127.06425173 37.45440679, 127.06443437 37.45435621, 127.06462989 37.45434432, 127.06477598 37.45434126, 127.06479733 37.45363519, 127.06439047 37.45344769, 127.06422434 37.45316194, 127.06418654 37.45275241, 127.06430022 37.4523487, 127.06450992 37.45206964, 127.0646744 37.45185953, 127.06493773 37.45171827, 127.06504254 37.4510943, 127.06494737 37.45087687, 127.06500314 37.45057974, 127.06504139 37.45042321, 127.06534989 37.45016051, 127.06527576 37.45011788, 127.06503283 37.45003597, 127.06480221 37.44989826, 127.06453871 37.44982949, 127.06432054 37.44982304, 127.06425062 37.44988543, 127.06411886 37.44983956, 127.06383875 37.44959358, 127.06374409 37.44960019, 127.06381004 37.44971173, 127.06380203 37.44998412, 127.06383509 37.45013506, 127.06382286 37.45028274, 127.06367059 37.45032549, 127.06351219 37.45128103, 127.06327598 37.45166383, 127.06304833 37.45204706, 127.06281314 37.45236288, 127.0622138 37.45236745, 127.06226217 37.45263193, 127.06225714 37.45302443, 127.06212868 37.45315351, 127.06215761 37.45330853, 127.06229103 37.45351231, 127.06232725 37.45377355, 127.06238508 37.45402905, 127.06252193 37.4541696, 127.0631148 37.45428744, 127.06338029 37.4543644, 127.06350184 37.45407695, 127.06411831 37.45434071, 127.06413544 37.45443779)))"
apartment_1165010849,서초래미안,4.42011261,1818,1129,9226.37,2003,17.35409982,15,매주,매주,1,47282366.91,5645,"[3.480076051, 9.57355665, 13.11279426, 21.44833259, 24.44156609, 15.59816658, 9.548483672, 2.797024104]",8,4.5,8472.29,17.42,441,0,pedestrian_8526750998,localroad_3112140344,"MultiPolygon (((127.01909993 37.50017556, 127.02013346 37.49744703, 127.02000833 37.49746342, 127.01963229 37.49752109, 127.01926279 37.4974656, 127.01923499 37.49743499, 127.01913609 37.49740289, 127.01866852 37.49728792, 127.01832253 37.49784494, 127.01761206 37.49877157, 127.01761512 37.49881652, 127.01809569 37.49931285, 127.01868243 37.49991884, 127.01876388 37.49986577, 127.01902088 37.50022032, 127.01909993 37.50017556)),((127.01803761 37.49934138, 127.01758675 37.49887572, 127.01756489 37.49887671, 127.01724681 37.49925775, 127.0181599 37.50024341, 127.01862988 37.49995308, 127.01803761 37.49934138)))"
apartment_1165010841,서초롯데캐슬리버티,2.787291765,230,132,2459,2005,21.19420878,69,매주,매주,1,25631069.82,528,"[1.381407111, 7.920151673, 15.89884723, 20.15269546, 23.66490754, 17.99824429, 10.3691875, 2.614559197]",8,3.3,7616.23,19.23,397,0,pedestrian_3827258497,localroad_3827258497,"MultiPolygon (((127.01696921 37.48799543, 127.01703646 37.48785667, 127.01717102 37.48789607, 127.01753149 37.48714017, 127.01750872 37.48710312, 127.01740186 37.4870787, 127.01735239 37.48706057, 127.01733162 37.48704875, 127.01682404 37.48688483, 127.01678051 37.48690139, 127.01635922 37.48778837, 127.01637308 37.48781438, 127.01696921 37.48799543)))"
apartment_1165010848,서초롯데캐슬프레지던트,1.494250059,428,280,2214.44,2014,18.28148337,92,매주,매주,1,52523050.98,560,"[0.375135911, 4.389358421, 11.24261825, 17.16259212, 24.11808949, 21.72844028, 14.75833756, 6.225427969]",13,4.3,8153.19,17.58,435,0,pedestrian_8526765393,localroad_8526765370,"MultiPolygon (((127.01982955 37.49739852, 127.0198741 37.49739491, 127.01998346 37.49738417, 127.02002926 37.49737966, 127.02006409 37.49737534, 127.02009688 37.49736992, 127.02014019 37.49736081, 127.02016449 37.49735459, 127.02017264 37.49735327, 127.0202496 37.49715072, 127.02045675 37.49660536, 127.01970326 37.49609182, 127.01870724 37.49719066, 127.01869177 37.49720579, 127.01875102 37.49723443, 127.0188157 37.49724245, 127.01896884 37.49727566, 127.01903805 37.49729224, 127.01918077 37.4973333, 127.01926808 37.49735905, 127.0193201 37.49737238, 127.01939994 37.49738724, 127.01941893 37.4973903, 127.0194299 37.49739075, 127.01951415 37.49739398, 127.01963583 37.49739396, 127.01967553 37.49739188, 127.01974101 37.4974044, 127.01982955 37.49739852)))"
apartment_1165010846,서초리시온,0.596030792,234,293,1599.53,2003,20.84587577,70,매주,매주,1,20435575.23,1172,"[0.802715767, 11.46226603, 23.94279633, 19.08033093, 18.76583213, 13.36560307, 9.295868848, 3.284586893]",50,2.5,5102.65,2.96,315,0,pedestrian_3827548461,localroad_3827548461,"MultiPolygon (((127.01576737 37.49363605, 127.01578136 37.49356059, 127.01579309 37.49356118, 127.01579989 37.49352386, 127.01581825 37.49352567, 127.01584355 37.49338805, 127.01556027 37.49335615, 127.0155613 37.49334823, 127.01547312 37.49333896, 127.01547462 37.49333059, 127.01508993 37.49328861, 127.01504132 37.4935645, 127.01535303 37.49360022, 127.01535487 37.49359192, 127.01538885 37.49359536, 127.01538749 37.49360324, 127.01560629 37.49362774, 127.01560728 37.49362048, 127.01576737 37.49363605)))"
apartment_1165010843,서초삼성래미안,3.10418725,475,299,1599.53,2001,20.36693464,40,매주,매주,1,42646642.45,1196,"[1.751542834, 7.054477222, 14.29795771, 20.85528686, 24.64729886, 17.93589731, 10.26441629, 3.193122904]",7,3.3,7235.5,21.29,560,0,pedestrian_2295365599,localroad_2295365599,"MultiPolygon (((127.02074976 37.49345816, 127.02036036 37.49317082, 127.02035666 37.49316782, 127.02029992 37.49321215, 127.02026344 37.49322982, 127.02023785 37.49323923, 127.02022457 37.49324139, 127.02019898 37.49324139, 127.02017259 37.49323667, 127.02012189 37.49322335, 127.0200808 37.49320906, 127.02001403 37.49316999, 127.01977124 37.49302486, 127.01951135 37.49286958, 127.01937162 37.49278471, 127.01905211 37.49259501, 127.0190386 37.49259501, 127.01901699 37.49259286, 127.01899402 37.4925961, 127.01897916 37.49260256, 127.0189643 37.49261332, 127.01894944 37.49262302, 127.01869011 37.49291801, 127.01867931 37.49293201, 127.01866985 37.49294493, 127.01867256 37.49296538, 127.01867932 37.49298368, 127.01868878 37.49299982, 127.01870012 37.49301208, 127.01891021 37.49313394, 127.01895372 37.49325621, 127.01923091 37.49341664, 127.0198829 37.49378441, 127.02042518 37.49408727, 127.02059512 37.4937548, 127.02062867 37.49368934, 127.02066264 37.49362471, 127.02074976 37.49345816)))"
apartment_1165010826,서초쌍용플래티넘,1.528981686,380,109,2459,2006,18.44345262,80,매주,매주,1,27232631.72,545,"[0.142999898, 3.533427091, 14.16384554, 17.73169991, 21.1910349, 19.4837973, 15.26482659, 8.488368763]",-25,3.3,5824.08,3.54,779,0,pedestrian_7996340644,localroad_2655442257,"MultiPolygon (((127.01736949 37.48432416, 127.01764221 37.48389705, 127.01734314 37.48378249, 127.01732876 37.48380542, 127.01730512 37.48379642, 127.01706576 37.48417544, 127.01712536 37.48419916, 127.01710893 37.48422454, 127.01717633 37.48425183, 127.01718498 37.48423763, 127.01721684 37.4842499, 127.01720863 37.484263, 127.01736949 37.48432416)))"
apartment_1165010824,서초아이파크,1.579863548,299,115,2459,2003,20.38529799,34,매주,매주,1,27003988.9,575,"[0.298695526, 4.203751842, 11.73063402, 17.79809551, 23.8072461, 21.83198514, 14.50052902, 5.829062834]",6,4.3,8024.2,28.84,418,0,pedestrian_3827257138,localroad_3827257138,"MultiPolygon (((127.02357068 37.4847878, 127.02352205 37.48477078, 127.02294342 37.48523961, 127.02275895 37.48539313, 127.02298614 37.48561458, 127.02265942 37.48583569, 127.02270147 37.48586152, 127.02275513 37.48589372, 127.02285493 37.48595357, 127.02296549 37.48601864, 127.02408346 37.48525825, 127.02385342 37.48503779, 127.02369822 37.48488366, 127.02363446 37.48482554, 127.02357068 37.4847878)))"
apartment_1165010839,서초아트자이,1.398766994,495,164,4270.02,2009,19.53150984,64,매주,매주,1,34532101.61,656,"[0.339757218, 6.805179965, 11.71240164, 16.38902928, 22.80295898, 21.49966234, 14.0597302, 6.391280372]",31,3.7,11739.82,26.65,448,0,pedestrian_1965713688,localroad_1965713688,"MultiPolygon (((127.01189074 37.48624217, 127.01224541 37.48550268, 127.01221531 37.48543675, 127.01148265 37.48509611, 127.0114513 37.48516271, 127.01125211 37.48561596, 127.0109926 37.48553506, 127.01078238 37.48594174, 127.01125703 37.48608486, 127.01181767 37.4862681, 127.01189074 37.48624217)))"
